"M.b1t1"	"M.b1t2"	"M.b1t3"	"M.b2t1"	"M.b2t2"	"M.b2t3"	"M.b3t1"	"M.b3t2"	"M.b3t3"	"H.b1t1"	"H.b1t2"	"H.b1t3"	"H.b2t1"	"H.b2t2"	"H.b2t3"	"H.b3t1"	"H.b3t2"	"H.b3t3"
3268400	5888100	3192300	1130100	8153700	5313900	6082500	343830	959800	10093000	10750000	9465200	5385500	32578000	24075000	16928000	2259900	2270300
16422000	14401000	7117100	14424000	14238000	13287000	17471000	14213000	7691200	42431000	8238400	4355800	9040500	101890000	92865000	22352000	42804000	2606900
68314000	5946700	4126900	5263400	36137000	12143000	5257300	10829000	6193900	5924400	6255700	5741600	11234000	8149800	8751600	7644500	6288100	4973300
57270000	66681000	56085000	3972800	9171900	7568200	17024000	15619000	16732000	158430000	120120000	134410000	7479400	12310000	12345000	32791000	37158000	41608000
3274000	11108000	1620800	2643900	4267600	682290	610140	3232000	4269900	4268100	11278000	2842600	6075400	4709100	814940	1663300	5176200	5293900
6892800	5191100	2874200	7734900	7315000	9961300	5885500	8696700	9772000	13516000	12993000	5444600	14371000	14035000	21670000	12268000	14585000	15763000
41752000	32994000	29444000	12181000	9923900	15236000	27119000	27976000	28156000	78564000	48697000	35116000	12843000	26745000	33003000	37949000	39095000	30689000
35480000	22618000	26490000	46356000	42858000	46443000	39274000	38141000	26481000	163910000	105540000	91630000	89522000	116750000	106340000	88496000	61853000	38252000
8503100	3450500	3831300	11994000	15123000	11857000	7576600	12625000	6734800	15310000	7713300	4943400	29988000	23225000	18795000	14924000	19073000	12091000
16166000	38214000	26639000	6428700	7527600	4092600	22514000	21648000	26847000	111220000	63852000	14220000	5980000	7253700	3215200	20240000	32193000	16450000
3850200	4122500	5703100	15331000	8694000	3535400	4846800	6909100	2295800	4269200	5175500	7164000	20566000	21300000	9370600	7829000	17183000	4881100
10208000	9944000	7722400	8762000	12938000	13619000	6548300	6776800	9140900	2946800	6864600	122530000	6682100	4654700	7174800	5570200	4669100	5089700
64099000	94236000	131110000	75624000	66615000	70343000	71909000	82351000	68378000	35211000	53703000	54827000	52619000	54752000	51536000	30866000	42626000	35035000
978190	NA	NA	22040000	20906000	18829000	10232000	13717000	17469000	3301800	NA	NA	44849000	62237000	46380000	21306000	22868000	33458000
156040000	155840000	138870000	106340000	65861000	67676000	110860000	116710000	106450000	2098900000	393490000	461220000	100320000	1939700000	1730300000	2145700000	1604400000	1074800000
32604000	99508000	145750000	185370000	49950000	51618000	85377000	154880000	141200000	83396000	89185000	88106000	51609000	77915000	65091000	46021000	64821000	56621000
107560000	114500000	93796000	109050000	126070000	126940000	94438000	91908000	100760000	205870000	162480000	131980000	94845000	86385000	93880000	140270000	124980000	126150000
3510600	2935500	2072400	NA	NA	NA	1677500	6992700	3276800	8215700	5687400	5572200	NA	NA	NA	5574600	3338600	269050
10394000	6423600	4416900	27529000	33150000	27231000	19094000	11488000	21013000	44433000	29777000	28835000	123350000	157470000	140710000	80675000	51484000	83267000
85078000	96234000	101010000	166120000	106610000	95366000	173830000	120760000	219120000	113880000	130420000	155150000	207950000	162010000	138060000	141160000	107310000	152760000
NA	2415300	3531000	3641100	1768500	3590500	1767900	2452000	4347500	NA	9295000	9253200	11313000	3953400	13768000	9017600	7490000	8145200
8957300	9580400	8137200	10883000	9334000	7180300	7902000	4950000	8536400	23330000	23440000	21042000	25200000	26035000	17836000	16384000	18644000	20983000
28635000	19480000	14527000	8614900	19012000	16598000	15063000	17873000	10136000	35924000	26938000	20531000	6751000	19463000	22279000	18150000	8802300	9019900
195100000	143090000	150610000	99541000	141820000	164140000	131680000	141790000	132210000	319020000	264970000	251820000	247630000	316510000	374330000	259280000	258550000	267800000
3192200	37755000	43993000	21098000	36577000	16357000	43268000	15464000	14509000	4598000	25110000	7329900	32022000	33729000	23822000	9866100	24003000	25195000
5982700	9994900	7176100	14019000	20883000	18574000	10617000	17663000	8349700	9580500	12472000	15749000	19269000	22968000	26493000	8820000	14028000	15708000
13964000	11290000	16710000	28707000	26773000	23142000	12133000	9702400	14363000	34173000	34050000	37953000	75020000	70795000	65761000	32192000	28014000	32751000
6950900	8349700	10155000	10797000	6119600	6403000	4805400	6056300	3938600	1483600	4465700	2001200	2550300	994170	919670	15461000	2041700	2428600
28287000	31080000	17652000	40138000	45423000	40847000	27215000	27368000	28708000	15709000	24092000	14112000	28262000	29711000	25342000	15426000	19105000	19358000
7235500	4619300	1750200	NA	564060	888030	3488700	3095400	NA	9595800	10601000	8306500	NA	2396900	2456300	3834300	5200600	NA
8624600	4247400	4483400	5475000	11272000	11586000	4728500	5613800	4861500	2756300	1853000	1937500	7327900	11330000	10020000	3092400	3798500	9911600
7441000	6488800	7904500	13030000	7399900	8992800	10069000	10121000	6688500	8209000	6968200	8439100	10043000	8274400	10547000	6763400	9644300	5184100
672130000	602740000	582910000	377550000	501540000	480850000	416810000	375410000	432650000	503760000	745890000	487600000	275180000	553810000	378410000	357110000	527190000	363420000
11236000	7932800	9103500	11455000	3784100	5271200	6854000	13526000	9252300	10053000	8208600	8741700	11706000	3961000	5330500	7342200	12415000	7695800
NA	NA	NA	6387900	2330200	13727000	1359800	1619400	1444800	NA	NA	NA	1684300	6652800	7896300	1950400	1315000	1012800
19563000	11682000	10315000	9112000	8735400	6100900	8296700	7776100	10945000	49005000	31358000	21495000	22634000	20448000	23569000	17669000	19196000	21956000
23054000	23262000	45321000	35412000	15288000	17667000	39780000	22620000	NA	36843000	26120000	69762000	51829000	30620000	30732000	53312000	32358000	NA
99215000	62791000	36253000	30784000	34319000	28062000	30579000	63799000	102820000	70523000	67437000	61036000	19489000	20565000	19119000	62759000	53991000	61458000
74150000	67428000	85701000	98144000	120990000	53569000	91142000	104130000	101090000	126590000	123530000	126680000	195950000	227110000	95559000	163910000	201480000	179840000
76939000	69634000	107520000	65725000	57904000	75420000	8.1e+07	95282000	96945000	117670000	105170000	143420000	109480000	89848000	70440000	100730000	124340000	128960000
5512000	10607000	1595700	30611000	27458000	25569000	6488300	10957000	10062000	8272100	8523700	1645700	41688000	46592000	35814000	6569900	15069000	13139000
